Year,Drug Name,Generic v Brand,Therapeutic Class,Therapeutic Class - Intermediate,Prescriptions,Days Supply,Allowed Amount,Payer Paid,Patient Out of Pocket,Average Cost per Prescription,Average Cost per Days Supply,Patient Out of Pocket per Prescription,Payer Paid per Prescription,Patient Out of Pocket per Days Supply,Payer Paid per Days Supply
2018,IMATINIB MESYLATE,Generic,Antineoplastic Agents,Molecular Targeted Therapy,1010,30161,5816802.05,5802092.18,14709.87,5759.209950495049,192.85839494711712,14.564227722772278,5744.645722772277,0.4877116143363947,192.37068333278074
2018,IMBRUVICA,Brand,Antineoplastic Agents,Molecular Targeted Therapy,871,24940,10070254.58,10050148.72,20105.86,11561.715935706085,403.7792534081796,23.083650975889782,11538.632284730196,0.8061692060946272,402.97308420208503
2018,IMIPRAMINE HCL,Generic,Central Nervous System,"Psychother, Antidepressants",2577,106041,39953.12,10219.52,29733.600000000002,15.50373302289484,0.3767704944313992,11.538067520372527,3.965665502522313,0.280397204854726,0.09637328957667318
2018,IMIPRAMINE PAMOATE,Generic,Central Nervous System,"Psychother, Antidepressants",142,5923,61365.33000000001,55909.490000000005,5455.84,432.1502112676057,10.360514941752491,38.42140845070423,393.72880281690146,0.9211278068546345,9.439387134897856
2018,IMIQUIMOD,Generic,Skin & Mucous Membrane,"S/MM Miscellaneous, NEC",3991,122218,217025.82000000004,127544.49,89481.33,54.37880731646205,1.7757271433013144,22.42077925331997,31.95802806314207,0.7321452650182461,1.043581878283068
2018,IMITREX,Brand,Autonomic Drugs,"Vascular 5HT1 Agonist, NEC",390,7829,225833.61000000002,181029.87000000002,44803.74,579.0605384615385,28.845779793077025,114.8813846153846,464.1791538461539,5.722792182909695,23.12298761016733
2018,IMITREX STATDOSE REFILL,Brand,Autonomic Drugs,"Vascular 5HT1 Agonist, NEC",16,228,29481.86,28186.32,1295.54,1842.61625,129.30640350877192,80.97125,1761.645,5.68219298245614,123.62421052631579
2018,IMITREX STATDOSE SYSTEM,Brand,Autonomic Drugs,"Vascular 5HT1 Agonist, NEC",18,219,29835.52,28675.72,1159.8,1657.528888888889,136.2352511415525,64.43333333333334,1593.0955555555556,5.295890410958904,130.93936073059362
2018,IMOVAX RABIES,Brand,"Serums, Toxoids, Vaccines","Vaccines, NEC",26,178,11761.53,11761.53,0.0,452.3665384615385,66.07601123595506,0.0,452.3665384615385,0.0,66.07601123595506
2018,IMURAN,Brand,Immunosuppressants,"Immunosuppressants, NEC",37,2010,24496.890000000003,19286.030000000002,5210.860000000001,662.0781081081082,12.187507462686568,140.83405405405406,521.2440540540541,2.5924676616915425,9.595039800995027
2018,IMVEXXY,Brand,Hormones & Synthetic Subst,"Estrogens & Comb, NEC",21,657,4916.3099999999995,2282.33,2633.98,234.10999999999999,7.482968036529679,125.42761904761905,108.68238095238095,4.00910197869102,3.4738660578386606
2018,INCRUSE ELLIPTA,Brand,Autonomic Drugs,Antichol/Antimuscarin/Antispas,807,27985,290866.80000000005,249230.46000000002,41636.340000000004,360.42973977695175,10.3936680364481,51.59397769516729,308.8357620817844,1.4878091834911562,8.905858852956943
2018,INDAPAMIDE,Generic,"Electrolytic, Caloric, Water","Diuretics, Thiazides & Related",1149,57326,16462.53,4649.8099999999995,11812.72,14.327702349869451,0.2871738827059275,10.280870322019146,4.0468320278503045,0.20606217074276942,0.08111171196315807
2018,INDERAL LA,Brand,Cardiovascular Agents,"Cardiac, Beta Blockers",45,2550,113195.31,109865.04000000001,3330.27,2515.4513333333334,44.39031764705882,74.006,2441.4453333333336,1.3059882352941177,43.084329411764706
2018,INDERAL XL,Brand,Cardiovascular Agents,"Cardiac, Beta Blockers",21,570,21169.940000000002,20274.940000000002,895.0,1008.0923809523811,37.140245614035095,42.61904761904762,965.4733333333335,1.5701754385964912,35.5700701754386
2018,INDOCIN,Brand,Central Nervous System,"Analg/Antipyr,Nonstr/Antiinflm",46,808,63634.700000000004,60914.700000000004,2720.0,1383.363043478261,78.75581683168318,59.130434782608695,1324.2326086956523,3.366336633663366,75.38948019801981
2018,INDOMETHACIN,Generic,Central Nervous System,"Analg/Antipyr,Nonstr/Antiinflm",12546,248312,144091.05,42548.9,101542.15,11.48501912960306,0.5802822658590805,8.093587597640681,3.3914315319623785,0.4089296932890879,0.1713525725699926
2018,INFANTS AQUEOUS VITAMIN D,Generic,Vitamins & Comb,"Vitamin D, NEC",269,9457,4935.049999999999,2321.1099999999997,2613.94,18.345910780669143,0.5218409643650206,9.71724907063197,8.628661710037173,0.27640266469282015,0.24543829967220046
2018,INFATABS PHENYTOIN,Generic,Central Nervous System,"Anticonv, Hydantoin Derivative",78,3130,3022.59,1970.47,1052.1200000000001,38.75115384615385,0.9656837060702876,13.48871794871795,25.262435897435896,0.3361405750798722,0.6295431309904154
2018,INFLECTRA,Brand,Immunosuppressants,"Immunosuppressants, NEC",46,1946,243130.47,240815.47,2315.0,5285.445,124.93857656731757,50.32608695652174,5235.118913043479,1.1896197327852005,123.74895683453238
2018,INGREZZA,Brand,Central Nervous System,"CNS Agents, Misc.",17,487,167737.12,163927.05000000002,3810.07,9866.889411764705,344.4294045174538,224.12176470588236,9642.767647058825,7.823552361396304,336.60585215605755
2018,INLYTA,Brand,Antineoplastic Agents,Molecular Targeted Therapy,22,660,322470.3,322220.3,250.0,14657.740909090908,488.5913636363636,11.363636363636363,14646.377272727272,0.3787878787878788,488.21257575757573
2018,INNOPRAN XL,Brand,Cardiovascular Agents,"Cardiac, Beta Blockers",25,1455,64546.77,62441.08,2105.69,2581.8707999999997,44.3620412371134,84.2276,2497.6432,1.4472096219931272,42.91483161512028
2018,INSPIRACHAMBER ANTISTATIC VALVED HOLDING CHAMBER,Brand,Respiratory Tract Agents,"Misc Therapeutic Agents, NEC",20,484,660.5600000000001,248.72000000000003,411.84000000000003,33.028000000000006,1.3647933884297523,20.592000000000002,12.436000000000002,0.850909090909091,0.5138842975206612
2018,INSULIN SYRINGE,Brand,Diagnostic Agents,Diabetes Mell/Diab Supply NEC,25,785,206.52000000000004,58.93000000000001,147.59,8.260800000000001,0.2630828025477707,5.9036,2.3572,0.1880127388535032,0.07507006369426752
2018,INTELENCE,Brand,Anti-Infective Agents,"Antivirals, NEC",285,10410,348185.12,330029.9,18155.22,1221.7021754385964,33.44717771373679,63.70252631578948,1157.999649122807,1.7440172910662826,31.70316042267051
2018,INTRAROSA,Brand,Hormones & Synthetic Subst,"Hormone & Synthetic Subst, NEC",420,12249,64054.55999999999,28566.649999999998,35487.91,152.51085714285713,5.229370560862111,84.49502380952381,68.01583333333333,2.8972087517348357,2.3321618091272756
2018,INTRON A,Brand,Antineoplastic Agents,"Interferons, Antineoplastic",23,487,55703.16,55283.16,420.0,2421.8765217391306,114.38020533880905,18.26086956521739,2403.615652173913,0.8624229979466119,113.51778234086242
2018,INTROVALE,Generic,Hormones & Synthetic Subst,"Contraceptive, Oral Comb, NEC",859,78383,59102.82,59102.82,0.0,68.80421420256111,0.7540260005358305,0.0,68.80421420256111,0.0,0.7540260005358305
2018,INTUNIV,Brand,Cardiovascular Agents,"Hypotensive Agents, NEC",324,10720,111922.55,75974.06999999999,35948.48,345.43996913580247,10.440536380597015,110.95209876543211,234.48787037037036,3.353402985074627,7.087133395522387
2018,INVANZ,Brand,Anti-Infective Agents,"Antibiot, B-Lactam Antibiotics",50,236,20301.55,18950.25,1351.3,406.031,86.02351694915254,27.026,379.005,5.725847457627118,80.29766949152543
2018,INVEGA SUSTENNA,Brand,Central Nervous System,"Psychother,Tranq/Antipsychotic",420,11981,574900.74,550447.85,24452.890000000003,1368.8112857142858,47.984370252900426,58.221166666666676,1310.590119047619,2.0409723729237963,45.94339787997663
2018,INVEGA TRINZA,Brand,Central Nervous System,"Psychother,Tranq/Antipsychotic",57,4746,228441.60000000003,218425.61,10015.99,4007.747368421053,48.13350189633376,175.71912280701753,3832.028245614035,2.110406658238517,46.02309523809524
2018,INVOKAMET,Brand,Hormones & Synthetic Subst,"Antidiabetic Agents, Misc",811,33360,431855.95,381228.39,50627.56,532.4980887792849,12.945322242206235,62.42609124537608,470.07199753390876,1.5176127098321341,11.4277095323741
2018,INVOKAMET XR,Brand,Hormones & Synthetic Subst,"Antidiabetic Agents, Misc",338,12690,158568.32,136722.76,21845.56,469.13704142011835,12.495533490937747,64.63183431952663,404.50520710059175,1.7214783293932232,10.774055161544524
2018,INVOKANA,Brand,Hormones & Synthetic Subst,"Antidiabetic Ag, SGLT Inhibitr",10548,450780,5968698.1899999995,5328286.53,640411.66,565.860655100493,13.240822995696348,60.714036784224504,505.14661831626853,1.420674519721372,11.820148475974976
2018,IODOSORB GEL,Brand,Skin & Mucous Membrane,"Antiinf S/MM, Antiinf Loc Misc",19,366,1622.92,794.76,828.16,85.41684210526316,4.434207650273224,43.58736842105263,41.82947368421053,2.2627322404371584,2.1714754098360656
2018,IPRATROPIUM BROMIDE,Generic,Autonomic Drugs,"Anticholinergic, NEC",8230,246540,250981.43999999997,107538.97,143442.47,30.49592223572296,1.0180150888293988,17.42921871202916,13.066703523693803,0.5818223006408696,0.43619278818852925
2018,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,Generic,Autonomic Drugs,"Sympathomimetic Agents, NEC",4603,100577,79754.37000000001,32727.580000000005,47026.78999999999,17.326606560938522,0.7929682730644184,10.216552248533564,7.110054312404954,0.4675700209789514,0.3253982520854669
2018,IRBESARTAN,Generic,Cardiovascular Agents,"Cardiac Drugs, NEC",13062,691641,218334.46,43144.770000000004,175189.68999999997,16.71523962639718,0.3156759937597684,13.412164293370079,3.3030753330271017,0.25329569820181275,0.06238029555795565
2018,IRBESARTAN/HYDROCHLOROTHIAZIDE,Generic,Cardiovascular Agents,"Cardiac Drugs, NEC",1938,96924,49536.009999999995,13895.369999999999,35640.64,25.560376676986582,0.5110809500226982,18.390423116615068,7.169953560371517,0.3677173868185382,0.14336356320415994
2018,IRESSA,Brand,Antineoplastic Agents,Molecular Targeted Therapy,22,660,142698.53,142698.53,0.0,6486.296818181818,216.20989393939394,0.0,6486.296818181818,0.0,216.20989393939394
2018,IRINOTECAN HYDROCHLORIDE,Generic,Antineoplastic Agents,Chemotherapy,16,330,3123.84,2981.34,142.5,195.24,9.466181818181818,8.90625,186.33375,0.4318181818181818,9.034363636363636
2018,IRON,Generic,Blood Form/Coagul Agents,"Antianemia, Iron Preparations",333,10275,200.17000000000002,31.25,168.92,0.6011111111111112,0.019481265206812655,0.5072672672672672,0.09384384384384384,0.016439902676399026,0.0030413625304136255
2018,IRON DROPS,Generic,Blood Form/Coagul Agents,"Antianemia, Iron Preparations",25,797,257.1,175.26,81.84,10.284,0.32258469259723965,3.2736,7.0104,0.10268506900878294,0.2198996235884567
2018,ISENTRESS,Brand,Anti-Infective Agents,"Antivirals, NEC",1099,35805,1512374.9100000001,1450703.65,61671.26,1376.1373157415835,42.23920988688731,56.11579617834395,1320.0215195632393,1.7224203323558163,40.516789554531485
2018,ISENTRESS HD,Brand,Anti-Infective Agents,"Antivirals, NEC",44,1604,66200.47,63383.32,2817.15,1504.5561363636364,41.27211346633417,64.02613636363637,1440.53,1.7563279301745636,39.5157855361596
2018,ISIBLOOM,Generic,Hormones & Synthetic Subst,"Contraceptive, Oral Comb, NEC",11098,440058,219203.2,219163.04,40.16,19.751594881960713,0.49812342918433483,0.0036186700306361503,19.747976211930077,9.126069745351748e-05,0.4980321684868813
2018,ISOMETHEPTENE/DICHLORALPHENAZONE/ACETAMINOPHEN,Brand,Autonomic Drugs,"Sympathomimetic Agents, NEC",31,327,2880.12,2166.66,713.46,92.90709677419355,8.807706422018349,23.01483870967742,69.89225806451613,2.181834862385321,6.625871559633027
2018,ISOMETHEPTENE/DICHLORALPHENAZONE/ACETAMINOPHEN,Generic,Autonomic Drugs,"Sympathomimetic Agents, NEC",316,4508,34824.32,28135.930000000004,6688.39,110.20354430379747,7.7250044365572315,21.165791139240508,89.03775316455697,1.4836712511091394,6.241333185448093
2018,ISONIAZID,Generic,Anti-Infective Agents,"Antituberculosis Agents, NEC",1734,57214,13612.539999999999,4177.76,9434.779999999999,7.850369088811995,0.2379232355717132,5.441049596309111,2.409319492502884,0.16490334533505782,0.07301989023665537
2018,ISOSORBIDE DINITRATE,Generic,Cardiovascular Agents,"Vasodilating Agents, NEC",439,18027,27613.8,19784.87,7828.93,62.90159453302961,1.5318022965551672,17.833553530751708,45.0680410022779,0.43428912187274643,1.0975131746824207
2018,ISOSORBIDE MONONITRATE,Generic,Cardiovascular Agents,"Vasodilating Agents, NEC",7538,369983,93938.85999999999,23127.019999999997,70811.84000000001,12.462040328999732,0.2539004765083801,9.3939824887238,3.0680578402759346,0.19139214504450208,0.06250833146387806
2018,ISOTRETINOIN,Generic,Vitamins & Comb,"Vitamin A & Derivatives, NEC",2175,64697,578719.64,509350.80999999994,69368.83000000002,266.0779954022989,8.945076896919486,31.893714942528742,234.1842804597701,1.0722109216810674,7.872865975238418
2018,ISRADIPINE,Generic,Cardiovascular Agents,"Cardiac, Calcium Channel",117,4544,9295.9,5492.46,3803.4399999999996,79.45213675213675,2.04575264084507,32.50803418803419,46.944102564102565,0.8370246478873239,1.2087279929577466
2018,ISTALOL,Brand,"Eye, Ear, Nose Throat","Eye/Ear/Nose/Throat Misc, NEC",18,740,6056.91,4816.389999999999,1240.52,336.495,8.185013513513514,68.91777777777777,267.5772222222222,1.6763783783783783,6.508635135135134
2018,ITRACONAZOLE,Brand,Pharmaceutical Aids/Adjuvants,"Pharmaceutical Aids/Adjuv, NEC",22,630,2601.7200000000003,1740.56,861.16,118.26,4.129714285714286,39.14363636363636,79.11636363636363,1.3669206349206349,2.762793650793651
2018,ITRACONAZOLE,Generic,Anti-Infective Agents,"Antibiot, Antifungals",650,12655,110495.08000000002,92182.70000000001,18312.379999999997,169.9924307692308,8.731337811141842,28.172892307692305,141.81953846153849,1.4470470169893321,7.2842907941525095
2018,IVERMECTIN,Generic,Anti-Infective Agents,"Anthelmintics, NEC",932,9365,38265.28,21864.670000000002,16400.61,41.057167381974246,4.085988254137747,17.59722103004292,23.459946351931332,1.751266417512013,2.3347218366257345
2018,IXIARO,Brand,"Serums, Toxoids, Vaccines","Vaccines, NEC",13,87,2515.52,2515.52,0.0,193.50153846153847,28.914022988505746,0.0,193.50153846153847,0.0,28.914022988505746
2018,JADENU,Brand,Heavy Metal Antagonists,"Heavy Metal Antagonists, NEC",160,4808,2009220.7800000003,1998245.4700000002,10975.310000000001,12557.629875000002,417.89117720465896,68.59568750000001,12489.034187500001,2.2827183860232947,415.60845881863565
2018,JAKAFI,Brand,Antineoplastic Agents,Molecular Targeted Therapy,339,10097,4950005.17,4936088.21,13916.960000000001,14601.785162241888,490.24513915024266,41.05297935103245,14560.732182890855,1.3783262355154997,488.8668129147271
2018,JANTOVEN,Generic,Blood Form/Coagul Agents,"Coag/Anticoag, Anticoagulants",2491,121516,32302.220000000005,6624.969999999999,25677.25,12.967571256523486,0.2658268869943053,10.30800883179446,2.659562424729024,0.21130756443595905,0.05451932255834622
2018,JANUMET,Brand,Hormones & Synthetic Subst,"Antidiabetic Agents, Misc",2309,108737,1269851.1300000001,1130107.26,139743.87,549.9571805976614,11.67818801327975,60.52138155045474,489.4357990472066,1.2851547311402742,10.393033282139474
2018,JANUMET XR,Brand,Hormones & Synthetic Subst,"Antidiabetic Agents, Misc",1679,75203,849690.98,745670.04,104020.94,506.06967242406193,11.298631437575628,61.954103633114954,444.115568790947,1.383201999920216,9.915429437655414
2018,JANUVIA,Brand,Hormones & Synthetic Subst,"Antidiabetic Agents, Misc",21114,937568,11487662.89,10315973.600000001,1171689.29,544.0779999052761,12.252618359414997,55.493477787250164,488.58452211802603,1.2497112636096797,11.00290709580532
2018,JARDIANCE,Brand,Hormones & Synthetic Subst,"Antidiabetic Ag, SGLT Inhibitr",13917,588843,7705731.539999999,6900958.430000001,804773.1100000001,553.6919982754904,13.086224239737925,57.826622835381194,495.8653754401093,1.3667023468055155,11.719521892932413
2018,JENCYCLA,Generic,Hormones & Synthetic Subst,"Progestins, NEC",166,5236,1644.31,1644.31,0.0,9.905481927710843,0.31403934300993125,0.0,9.905481927710843,0.0,0.31403934300993125
2018,JENTADUETO,Brand,Hormones & Synthetic Subst,"Antidiabetic Agents, Misc",194,8977,120614.97,111447.19,9167.779999999999,621.7266494845361,13.435999777208421,47.256597938144324,574.4700515463918,1.021252088671048,12.414747688537373
2018,JENTADUETO XR,Brand,Hormones & Synthetic Subst,"Antidiabetic Agents, Misc",24,1380,18358.41,16748.41,1610.0,764.93375,13.303195652173914,67.08333333333333,697.8504166666667,1.1666666666666667,12.136528985507246
2018,JEVANTIQUE LO,Generic,Hormones & Synthetic Subst,"Contraceptive, Oral Comb, NEC",113,3782,9688.990000000002,7225.13,2463.86,85.7432743362832,2.5618693812797466,21.804070796460177,63.93920353982301,0.6514701216287678,1.9103992596509785
2018,JINTELI,Generic,Hormones & Synthetic Subst,"Contraceptive, Oral Comb, NEC",271,11510,22103.45,13942.55,8160.900000000001,81.56254612546125,1.9203692441355344,30.114022140221405,51.44852398523985,0.7090269331016508,1.2113423110338835
2018,JOLESSA,Generic,Hormones & Synthetic Subst,"Contraceptive, Oral Comb, NEC",535,48743,33664.189999999995,33610.11999999999,54.07,62.923719626168214,0.6906466569558705,0.10106542056074766,62.822654205607456,0.0011092874874340931,0.6895373694684362
2018,JOLIVETTE,Generic,Hormones & Synthetic Subst,"Progestins, NEC",466,17218,7111.080000000002,7107.0700000000015,4.01,15.259828326180262,0.41300267162272053,0.008605150214592273,15.251223175965668,0.00023289580671390404,0.4127697758160066
2018,JUBLIA,Brand,Skin & Mucous Membrane,"Antiinf S/MM,Antifungal & Comb",260,8592,201088.93,170332.80000000002,30756.129999999997,773.4189615384615,23.404205074487894,118.29280769230768,655.1261538461539,3.5796240689013032,19.824581005586595
2018,JULEBER,Generic,Hormones & Synthetic Subst,"Contraceptive, Oral Comb, NEC",1873,80155,37155.99,37155.99,0.0,19.83768820074746,0.4635517434969746,0.0,19.83768820074746,0.0,0.4635517434969746
2018,JULUCA,Brand,Anti-Infective Agents,"Antivirals, NEC",105,3840,285498.85,276302.81000000006,9196.04,2719.0366666666664,74.34865885416666,87.58133333333335,2631.455333333334,2.3948020833333334,71.95385677083335
2018,JUNEL 1.5/30,Generic,Hormones & Synthetic Subst,"Contraceptive, Oral Comb, NEC",14699,503731,400850.4600000001,400361.4800000001,488.98,27.270593917953608,0.7957629369643721,0.03326620858561807,27.237327709367992,0.0009707165133771796,0.7947922204509948
2018,JUNEL 1/20,Generic,Hormones & Synthetic Subst,"Contraceptive, Oral Comb, NEC",24919,819682,480430.19000000006,480070.9600000001,359.23,19.279673742927088,0.5861177749419898,0.014415907540430997,19.265257835386656,0.0004382553234059062,0.5856795196185839
2018,JUNEL FE 1.5/30,Generic,Hormones & Synthetic Subst,"Contraceptive, Oral Comb, NEC",29822,1393133,659803.6599999999,658909.74,893.9200000000001,22.124728723760978,0.47361139245140266,0.029975186104218364,22.094753537656764,0.0006416616360390573,0.47296973081536364
2018,JUNEL FE 1/20,Generic,Hormones & Synthetic Subst,"Contraceptive, Oral Comb, NEC",53570,2384957,1201977.8199999998,1200171.1400000001,1806.6799999999998,22.43751764047041,0.503983015207402,0.03372559268247153,22.40379204778794,0.0007575314775067223,0.5032254837298954
2018,JUNEL FE 24,Generic,Hormones & Synthetic Subst,"Contraceptive, Oral Comb, NEC",1225,55661,78729.43999999999,78669.43999999999,60.0,64.26893061224489,1.4144453028152564,0.04897959183673469,64.21995102040815,0.0010779540432259572,1.4133673487720304
2018,JUXTAPID,Brand,Cardiovascular Agents,"Antihyperlipidemic Drugs, NEC",14,409,544910.55,543885.55,1025.0,38922.18214285715,1332.299633251834,73.21428571428571,38848.96785714286,2.5061124694376526,1329.7935207823962
2018,JYNARQUE 45/15,Brand,Misc Therapeutic Agents,"Misc Therapeutic Agents, NEC",21,588,282192.91000000003,278757.91000000003,3435.0,13437.757619047621,479.91991496598644,163.57142857142858,13274.186190476192,5.841836734693878,474.0780782312926
2018,JYNARQUE 60/30,Brand,Misc Therapeutic Agents,"Misc Therapeutic Agents, NEC",24,658,317101.31,311536.31,5565.0,13212.554583333333,481.9168844984802,231.875,12980.679583333333,8.457446808510639,473.4594376899696
2018,JYNARQUE 90/30,Brand,Misc Therapeutic Agents,"Misc Therapeutic Agents, NEC",22,616,296154.14,293621.95,2532.19,13461.551818181819,480.76970779220784,115.09954545454546,13346.452272727272,4.110698051948052,476.65900974025976
2018,K-PHOS NEUTRAL,Brand,"Electrolytic, Caloric, Water","Replacement Preparations, Misc",42,1468,2170.8500000000004,1093.5300000000002,1077.32,51.68690476190477,1.4787806539509538,25.65047619047619,26.036428571428576,0.7338692098092643,0.7449114441416895
2018,K-PHOS ORIGINAL,Brand,"Electrolytic, Caloric, Water","Acidifying Agents, NEC",68,1808,1636.88,80.84,1556.0399999999997,24.071764705882355,0.905353982300885,22.882941176470585,1.1888235294117648,0.8606415929203538,0.04471238938053097
2018,K-TAB,Brand,"Electrolytic, Caloric, Water","Repl Preps, Potassium Supp",41,2044,1371.55,232.08999999999997,1139.46,33.452439024390245,0.6710127201565558,27.791707317073172,5.660731707317073,0.5574657534246575,0.11354696673189822
2018,KADIAN,Brand,Central Nervous System,"Analg/Antipyr, Opiate Agonists",13,379,9548.769999999999,9058.769999999999,490.0,734.5207692307691,25.194643799472292,37.69230769230769,696.8284615384614,1.2928759894459103,23.90176781002638
2018,KAITLIB FE,Generic,Hormones & Synthetic Subst,"Contraceptive, Oral Comb, NEC",626,28099,80734.73000000001,80734.73000000001,0.0,128.9692172523962,2.8732243140325284,0.0,128.9692172523962,0.0,2.8732243140325284
2018,KALETRA,Brand,Anti-Infective Agents,"Antivirals, NEC",140,5370,165992.95,160312.84,5680.11,1185.6639285714286,30.91116387337058,40.57221428571428,1145.0917142857143,1.0577486033519552,29.853415270018623
2018,KALYDECO,Brand,Respiratory Tract Agents,"Misc Therapeutic Agents, NEC",246,6896,5955229.69,5933728.11,21501.58,24208.250772357726,863.5773912412993,87.40479674796748,24120.845975609758,3.117978538283063,860.4594127030163
2018,KARIVA,Generic,Hormones & Synthetic Subst,"Contraceptive, Oral Comb, NEC",15073,710733,511132.1,510405.55999999994,726.54,33.9104425131029,0.7191619074955011,0.048201419757181715,33.862241093345716,0.0010222404193980018,0.718139667076103
2018,KELNOR 1/35,Generic,Hormones & Synthetic Subst,"Contraceptive, Oral Comb, NEC",7584,370150,235962.41999999998,235718.51,243.91,31.113188291139238,0.6374778333108199,0.03216112869198312,31.08102716244726,0.0006589490746994462,0.6368188842361205
2018,KELNOR 1/50,Generic,Hormones & Synthetic Subst,"Contraceptive, Oral Comb, NEC",184,8511,7095.22,7095.22,0.0,38.56097826086957,0.8336529197509106,0.0,38.56097826086957,0.0,0.8336529197509106
2018,KENALOG,Brand,Skin & Mucous Membrane,Antiinflam S/MM Agnts&Comb NEC,17,300,8884.88,7864.88,1020.0,522.64,29.616266666666665,60.0,462.64,3.4,26.216266666666666
2018,KEPPRA,Brand,Central Nervous System,"Anticonvulsants, Misc",1058,42241,1254473.09,1149755.94,104717.15,1185.7023534971645,29.69799696976871,98.97651228733459,1086.72584120983,2.479040505669847,27.21895646409886
2018,KEPPRA XR,Brand,Central Nervous System,"Anticonvulsants, Misc",310,12178,337755.62,307728.70999999996,30026.91,1089.534258064516,27.734900640499262,96.861,992.6732580645161,2.4656684184595172,25.26923222203974
2018,KERALAC,Brand,Skin & Mucous Membrane,Emoll/Moist/Demul/Protect S/MM,12,345,5166.09,3811.09,1355.0,430.5075,14.97417391304348,112.91666666666667,317.59083333333336,3.927536231884058,11.046637681159421
2018,KETAMINE HCL,Brand,Pharmaceutical Aids/Adjuvants,"Pharmaceutical Aids/Adjuv, NEC",38,1014,5594.610000000001,3282.38,2312.23,147.22657894736844,5.517366863905326,60.84815789473684,86.37842105263158,2.2803057199211048,3.237061143984221
2018,KETO-DIASTIX,Brand,Diagnostic Agents,"Diagnostic Agents, Misc, NEC",30,1180,503.08,169.82,333.26,16.769333333333332,0.42633898305084744,11.108666666666666,5.660666666666667,0.2824237288135593,0.14391525423728813
2018,KETOCONAZOLE,Generic,Anti-Infective Agents,"Antibiot, Antifungals",967,17482,96150.91999999998,84157.86,11993.06,99.43218200620474,5.499995423864545,12.402337125129264,87.02984488107549,0.6860233382908134,4.813972085573733
2018,KETOCONAZOLE,Generic,Skin & Mucous Membrane,"Antiinf S/MM,Antifungal & Comb",36755,896733,876034.13,387626.70999999996,488407.42,23.834420623044483,0.9769174659569794,13.28818990613522,10.546230716909262,0.544651997863355,0.43226546809362426
2018,KETOCONAZOLE SHAMPOO,Generic,Skin & Mucous Membrane,"Antiinf S/MM,Antifungal & Comb",112,2923,1064.76,65.11,999.6500000000001,9.506785714285714,0.3642695860417379,8.92544642857143,0.5813392857142857,0.3419945261717414,0.022275059869996578
2018,KETOPROFEN,Brand,Central Nervous System,"Analg/Antipyr,Nonstr/Antiinflm",98,2942,18170.14,16178.25,1991.8899999999999,185.40959183673468,6.176118286879674,20.325408163265305,165.0841836734694,0.6770530251529572,5.499065261726717
2018,KETOPROFEN,Generic,Central Nervous System,"Analg/Antipyr,Nonstr/Antiinflm",72,1873,6754.749999999999,5705.46,1049.29,93.81597222222221,3.6063801388147354,14.573472222222222,79.2425,0.5602189001601708,3.0461612386545647
2018,KETOROLAC TROMETHAMINE,Generic,Central Nervous System,"Analg/Antipyr,Nonstr/Antiinflm",3831,23419,62527.759999999995,16291.250000000002,46236.51,16.321524406160272,2.6699585806396513,12.06904463586531,4.252479770294963,1.974316153550536,0.6956424270891157
2018,KETOROLAC TROMETHAMINE,Generic,"Eye, Ear, Nose Throat","Antiinflam Agents EENT, NEC",4869,111497,96367.82,32741.22,63626.6,19.792117477921547,0.8643086361068011,13.067693571575273,6.7244239063462725,0.5706575064799949,0.2936511296268061
2018,KETOSTIX,Brand,Diagnostic Agents,"Diagnostic Agents, Misc, NEC",568,21048,7554.129999999999,1793.6699999999996,5760.459999999999,13.299524647887322,0.3589001330292664,10.141654929577463,3.1578697183098585,0.27368206005321166,0.08521807297605472
2018,KETOSTIX,Other,Diagnostic Agents,"Diagnostic Agents, Misc, NEC",12,380,177.37,34.48,142.89000000000001,14.780833333333334,0.4667631578947369,11.9075,2.873333333333333,0.3760263157894737,0.09073684210526314
2018,KETOTIFEN FUMARATE,Brand,Pharmaceutical Aids/Adjuvants,"Pharmaceutical Aids/Adjuv, NEC",18,540,1547.5900000000001,437.59,1110.0,85.97722222222222,2.865907407407408,61.666666666666664,24.310555555555553,2.0555555555555554,0.8103518518518518
2018,KETOTIFEN FUMARATE,Generic,"Eye, Ear, Nose Throat","Eye/Ear/Nose/Throat Misc, NEC",447,10924,3969.52,636.67,3332.85,8.880357941834452,0.3633760527279385,7.456040268456376,1.424317673378076,0.3050942878066642,0.05828176492127426
2018,KETOTIFEN HYDROGEN FUMARATE,Brand,Pharmaceutical Aids/Adjuvants,"Pharmaceutical Aids/Adjuv, NEC",68,2238,8077.290000000001,2787.64,5289.65,118.78367647058825,3.609155495978553,77.78897058823529,40.99470588235294,2.3635612153708667,1.2455942806076854
2018,KEVEYIS,Brand,"Electrolytic, Caloric, Water","Diuretic, Carb Anhydrase Inhib",61,1830,1088647.0899999999,1084467.0899999999,4180.0,17846.673606557375,594.8891202185791,68.52459016393442,17778.14901639344,2.2841530054644807,592.6049672131147
2018,KEVZARA,Brand,Immunosuppressants,"Immunosuppressants, NEC",51,1438,158880.5,153060.5,5820.0,3115.3039215686276,110.48713490959666,114.11764705882354,3001.1862745098038,4.047287899860918,106.43984700973574
