Year,Drug Name,Generic v Brand,Therapeutic Class,Therapeutic Class - Intermediate,Prescriptions,Days Supply,Allowed Amount,Payer Paid,Patient Out of Pocket,average_cost_per_day_total,average_cost_per_day_payer,average_cost_per_day_oop
2018.0,CALCIUM WITH VITAMIN D,Generic,Vitamins & Comb,"Multivit Prep,Multivit Mineral",37.0,1860.0,141.8,41.19,100.61,0.07623655913978496,0.02214516129032258,0.05409139784946237
2018.0,CAMBIA,Brand,Central Nervous System,"Analg/Antipyr,Nonstr/Antiinflm",42.0,1028.0,24448.27,20092.51,4355.76,23.782363813229573,19.545243190661477,4.237120622568094
2018.0,CAMILA,Generic,Hormones & Synthetic Subst,"Progestins, NEC",20634.0,909345.0,363554.97,363005.67,549.3,0.3997987232568497,0.39919466209194526,0.0006040611649044092
2018.0,CAMRESE,Generic,Hormones & Synthetic Subst,"Contraceptive, Oral Comb, NEC",684.0,61820.0,97160.51,97130.51,30.0,1.5716679068262698,1.5711826269815592,0.00048527984471044967
2018.0,CAMRESELO,Generic,Hormones & Synthetic Subst,"Contraceptive, Oral Comb, NEC",180.0,16285.0,31274.48,31229.48,45.0,1.9204470371507523,1.917683758059564,0.00276327909118821
2018.0,CANASA,Brand,Gastrointestinal Drugs,"Gastrointestinal Drug Misc,NEC",2610.0,93227.0,2964751.94,2778631.45,186120.49,31.801430272345993,29.805007669451985,1.9964226028940113
2018.0,CANDESARTAN CILEXETIL,Generic,Cardiovascular Agents,"Cardiac Drugs, NEC",1337.0,59864.0,129789.92,88510.15,41279.77,2.1680796472003205,1.4785204797541092,0.6895591674462114
2018.0,CANDESARTAN CILEXETIL-HYDROCHLOROTHIAZIDE,Generic,Cardiovascular Agents,"Cardiac Drugs, NEC",141.0,6580.0,19659.69,14757.39,4902.3,2.9877948328267476,2.2427644376899694,0.7450303951367782
2018.0,CAPECITABINE,Generic,Antineoplastic Agents,Chemotherapy,1143.0,25291.0,1269516.46,1262771.27,6745.19,50.196372622672094,49.92966944762959,0.26670317504250524
2018.0,CAPEX,Brand,Skin & Mucous Membrane,Antiinflam S/MM Agnts&Comb NEC,27.0,640.0,8969.14,7329.14,1640.0,14.01428125,11.45178125,2.5625
2018.0,CAPHOSOL,Brand,"Eye, Ear, Nose Throat","Eye/Ear/Nose/Throat Misc, NEC",27.0,678.0,14572.44,13062.44,1510.0,21.493274336283186,19.26613569321534,2.2271386430678466
2018.0,CAPSAICIN,Generic,Skin & Mucous Membrane,"S/MM Misc, Analgesics",46.0,1270.0,379.38,67.42,311.96,0.2987244094488189,0.053086614173228346,0.24563779527559054
2018.0,CAPSUBLEND-P,Brand,Pharmaceutical Aids/Adjuvants,"Pharmaceutical Aids/Adjuv, NEC",28.0,840.0,3146.08,1381.08,1765.0,3.7453333333333334,1.6441428571428571,2.1011904761904763
2018.0,CAPSULE EMPTY GELATIN,Brand,Devices & Non-Drug Items,"Devices & Non-Drug Items, NEC",21.0,630.0,1318.44,125.82,1192.62,2.092761904761905,0.1997142857142857,1.8930476190476189
2018.0,CAPTOPRIL,Generic,Cardiovascular Agents,"Cardiac, ACE Inhibitors",674.0,28650.0,68256.6,55874.8,12381.8,2.382429319371728,1.95025479930192,0.432174520069808
2018.0,CAPTOPRIL/HYDROCHLOROTHIAZIDE,Generic,Cardiovascular Agents,"Cardiac, ACE Inhibitors",33.0,1950.0,5135.64,4318.91,816.73,2.6336615384615385,2.214825641025641,0.41883589743589744
2018.0,CARAFATE,Brand,Gastrointestinal Drugs,"Gastrointestinal Drug Misc,NEC",2795.0,61864.0,733325.83,599516.61,133809.22,11.853837934824776,9.69088015647226,2.1629577783525153
2018.0,CARBAMAZEPINE,Generic,Central Nervous System,"Anticonvulsants, Misc",8568.0,351362.0,1071461.42,858092.1,213369.32,3.0494516196970642,2.442188113683324,0.6072635060137408
2018.0,CARBATROL,Brand,Central Nervous System,"Anticonvulsants, Misc",197.0,7320.0,47639.44,31026.52,16612.92,6.5081202185792355,4.2385956284153,2.2695245901639343
2018.0,CARBIDOPA,Generic,Central Nervous System,"CNS Agents, Misc.",67.0,3450.0,50924.81,48352.31,2572.5,14.760814492753623,14.015162318840579,0.7456521739130435
2018.0,CARBIDOPA-LEVODOPA,Generic,Central Nervous System,"CNS Agents, Misc.",4593.0,202369.0,159903.72,75228.26,84675.46,0.7901591646941972,0.3717380626479352,0.41842110204626204
2018.0,CARBIDOPA/LEVODOPA/ENTACAPONE,Brand,Central Nervous System,"CNS Agents, Misc.",101.0,3870.0,28330.44,25128.94,3201.5,7.320527131782946,6.4932661498708,0.8272609819121447
2018.0,CARBIDOPA/LEVODOPA/ENTACAPONE,Generic,Central Nervous System,"CNS Agents, Misc.",110.0,5713.0,61490.51,53723.68,7766.83,10.763260983721338,9.403759845965343,1.3595011377559951
2018.0,CARBINOXAMINE MALEATE,Generic,Antihistamines & Comb.,"Antihistamines & Comb, NEC",65.0,1748.0,40211.58,39133.57,1078.01,23.00433638443936,22.38762585812357,0.6167105263157895
2018.0,CARDIZEM LA,Brand,Cardiovascular Agents,"Cardiac, Calcium Channel",121.0,8730.0,25571.26,20556.26,5015.0,2.9291248568155783,2.354668957617411,0.5744558991981672
2018.0,CARDURA,Brand,Cardiovascular Agents,"Hypotensive Agents, NEC",16.0,480.0,4552.56,3632.56,920.0,9.4845,7.567833333333334,1.9166666666666667
2018.0,CAREFINE PEN NEEDLES,Brand,Diagnostic Agents,Diabetes Mell/Diab Supply NEC,20.0,1040.0,852.63,376.61,476.02,0.8198365384615385,0.36212500000000003,0.45771153846153845
2018.0,CARISOPRODOL,Generic,Autonomic Drugs,"Muscle Relax, Skeletal Central",6177.0,157466.0,68529.97,30578.9,37951.07,0.4352048696226487,0.19419366720434889,0.24101120241829982
2018.0,CARNITINE,Brand,Pharmaceutical Aids/Adjuvants,"Pharmaceutical Aids/Adjuv, NEC",17.0,322.0,2003.9,994.11,1009.79,6.223291925465839,3.0872981366459626,3.1359937888198757
2018.0,CARNITOR,Brand,"Electrolytic, Caloric, Water","Caloric Agent, Amino Acid Prep",59.0,1770.0,5541.4,3837.24,1704.16,3.130734463276836,2.1679322033898303,0.9628022598870057
2018.0,CARNITOR SF,Brand,"Electrolytic, Caloric, Water","Caloric Agent, Amino Acid Prep",52.0,1502.0,1963.23,757.98,1205.25,1.3070772303595206,0.504647137150466,0.8024300932090546
2018.0,CAROSPIR,Brand,"Electrolytic, Caloric, Water","Diuretics, Potassium-Sparing",39.0,1204.0,11220.48,9747.29,1473.19,9.319335548172758,8.09575581395349,1.2235797342192691
2018.0,CARTEOLOL HCL,Generic,"Eye, Ear, Nose Throat","Eye/Ear/Nose/Throat Misc, NEC",17.0,944.0,477.99,115.8,362.19,0.5063453389830509,0.12266949152542372,0.3836758474576271
2018.0,CARTIA XT,Generic,Cardiovascular Agents,"Cardiac, Calcium Channel",5702.0,307538.0,133138.24,38787.44,94350.8,0.4329163875683655,0.12612243039884502,0.3067939571695205
2018.0,CARVEDILOL,Generic,Cardiovascular Agents,"Cardiac, Beta Blockers",24617.0,1160146.0,297998.19,162086.28,135911.91,0.2568626621132168,0.13971196728687596,0.11715069482634083
2018.0,CATAPRES,Brand,Cardiovascular Agents,"Hypotensive Agents, NEC",11.0,435.0,1412.41,1006.2,406.21,3.2469195402298854,2.313103448275862,0.9338160919540229
2018.0,CATAPRES-TTS-3,Brand,Cardiovascular Agents,"Hypotensive Agents, NEC",22.0,898.0,12700.92,9648.13,3052.79,14.143563474387529,10.74402004454343,3.399543429844098
2018.0,CAVERJECT,Brand,Cardiovascular Agents,"Vasodilating Agents, NEC",43.0,587.0,19861.48,16821.77,3039.71,33.83557069846678,28.65718909710392,5.178381601362862
2018.0,CAVERJECT IMPULSE,Brand,Cardiovascular Agents,"Vasodilating Agents, NEC",110.0,2624.0,29227.85,21546.0,7681.85,11.138662347560976,8.211128048780488,2.927534298780488
2018.0,CAYA CONTOURED DIAPHRAGM,Brand,Contraceptive Cream/Foam/Devic,Contraceptive Cream/Foam/Devic,69.0,1494.0,4766.9,4203.33,563.57,3.1906961178045514,2.8134738955823293,0.37722222222222224
2018.0,CAYSTON,Brand,Anti-Infective Agents,"Antibiot, B-Lactam Antibiotics",152.0,5376.0,1320115.48,1297457.03,22658.45,245.5571949404762,241.34245349702383,4.214741443452381
2018.0,CAZIANT,Generic,Hormones & Synthetic Subst,"Contraceptive, Oral Comb, NEC",502.0,19347.0,15485.75,15485.75,0.0,0.8004212539411795,0.8004212539411795,0.0
2018.0,CEFACLOR,Generic,Anti-Infective Agents,"Antibiot, Cephalosporin & Rel.",291.0,4344.0,15901.5,11086.37,4815.13,3.6605662983425415,2.552110957642726,1.1084553406998159
2018.0,CEFADROXIL,Generic,Anti-Infective Agents,"Antibiot, Cephalosporin & Rel.",6518.0,140040.0,105198.42,35103.28,70095.14,0.7512026563838903,0.2506660954013139,0.5005365609825764
2018.0,CEFDINIR,Generic,Anti-Infective Agents,"Antibiot, Cephalosporin & Rel.",15339.0,165519.0,378870.89,136748.1,242122.79,2.2889873065932007,0.8261776593623693,1.4628096472308316
2018.0,CEFIXIME,Generic,Anti-Infective Agents,"Antibiot, Cephalosporin & Rel.",303.0,2848.0,92854.65,83978.24,8876.41,32.60345856741573,29.48674157303371,3.1167169943820223
2018.0,CEFPODOXIME PROXETIL,Generic,Anti-Infective Agents,"Antibiot, Cephalosporin & Rel.",3946.0,32557.0,320006.24,225490.06,94516.18,9.829107104462942,6.926008538870289,2.9030985655926527
2018.0,CEFPROZIL,Generic,Anti-Infective Agents,"Antibiot, Cephalosporin & Rel.",1845.0,20156.0,78008.3,39612.27,38396.03,3.870227227624529,1.965284282595753,1.9049429450287756
2018.0,CEFTIN,Brand,Anti-Infective Agents,"Antibiot, Cephalosporin & Rel.",84.0,970.0,23860.56,18085.61,5774.95,24.598515463917526,18.6449587628866,5.953556701030927
2018.0,CEFTRIAXONE,Generic,Anti-Infective Agents,"Antibiot, Cephalosporin & Rel.",237.0,2747.0,10353.79,8032.51,2321.28,3.7691263196214053,2.924102657444485,0.8450236621769204
2018.0,CEFUROXIME AXETIL,Generic,Anti-Infective Agents,"Antibiot, Cephalosporin & Rel.",6619.0,76186.0,171014.44,73041.52,97972.92,2.2446964009135537,0.9587262751686663,1.2859701257448874
2018.0,CELEBREX,Brand,Central Nervous System,"Analg/Antipyr,Nonstr/Antiinflm",172.0,7285.0,96985.11,79645.92,17339.19,13.312986959505833,10.932864790665752,2.380122168840082
2018.0,CELECOXIB,Generic,Central Nervous System,"Analg/Antipyr,Nonstr/Antiinflm",14953.0,583427.0,615124.27,320146.39,294977.88,1.0543294533849137,0.548734271811212,0.5055951815737016
2018.0,CELEXA,Brand,Central Nervous System,"Psychother, Antidepressants",306.0,12497.0,100261.0,71922.48,28338.52,8.022805473313595,5.755179643114347,2.267625830199248
2018.0,CELLCEPT,Brand,Immunosuppressants,"Immunosuppressants, NEC",208.0,8803.0,281440.9,265314.82,16126.08,31.97102124275815,30.139136657957515,1.8318845848006362
2018.0,CELLULOSE MICROCRYSTALLINE,Brand,Pharmaceutical Aids/Adjuvants,"Pharmaceutical Aids/Adjuv, NEC",53.0,1905.0,3558.01,927.08,2630.93,1.867721784776903,0.48665616797900263,1.3810656167979
2018.0,CELLULOSE MICROCRYSTALLINE,Generic,Pharmaceutical Aids/Adjuvants,"Pharmaceutical Aids/Adjuv, NEC",18.0,600.0,1085.77,463.46,622.31,1.8096166666666667,0.7724333333333333,1.0371833333333333
2018.0,CELONTIN KAPSEALS,Brand,Central Nervous System,"Anticonv, Succinimides",20.0,660.0,7217.07,5957.07,1260.0,10.934954545454545,9.025863636363637,1.9090909090909092
2018.0,CEPHALEXIN,Brand,Anti-Infective Agents,"Antibiot, Cephalosporin & Rel.",211.0,2610.0,16598.96,11995.57,4603.39,6.3597547892720305,4.596003831417624,1.7637509578544062
2018.0,CEPHALEXIN,Generic,Anti-Infective Agents,"Antibiot, Cephalosporin & Rel.",73115.0,765028.0,588582.44,162135.15,426447.29,0.7693606508519949,0.21193361550165482,0.5574270353503401
2018.0,CERDELGA,Brand,NaN,Enzyme Inhibitors,91.0,2548.0,1980271.3,1968909.99,11361.31,777.1865384615385,772.727625588697,4.458912872841444
2018.0,CETIRIZINE HCL,Generic,Antihistamines & Comb.,"Antihistamines & Comb, NEC",10757.0,382624.0,61133.39,31000.91,30132.48,0.15977406017395668,0.0810218648072259,0.07875219536673078
2018.0,CETIRIZINE HCL-PSEUDOEPHEDRINE HCL,Generic,Antihistamines & Comb.,"Antihistamines & Comb, NEC",67.0,1469.0,1361.04,963.84,397.2,0.9265078284547311,0.6561198093941457,0.2703880190605854
2018.0,CETROTIDE,Brand,Hormones & Synthetic Subst,"Gonadotropins, NEC",2535.0,15468.0,3224343.03,3052157.11,172185.92,208.45248448409617,197.3207337729506,11.131750711145592
2018.0,CEVIMELINE HCL,Generic,Autonomic Drugs,"Parasympathomimetic, NEC",1175.0,53005.0,263050.39,219186.99,43863.4,4.962746722007358,4.135213470427318,0.8275332515800397
2018.0,CHANTIX,Brand,Autonomic Drugs,"Autonomic, Nicotine Preps",5702.0,176725.0,2193722.49,2188073.69,5648.8,12.413198415617487,12.381234630074974,0.03196378554250955
2018.0,CHANTIX CONTINUING MONTH BOX,Brand,Autonomic Drugs,"Autonomic, Nicotine Preps",4993.0,147130.0,1870016.88,1864595.02,5421.86,12.709963161829673,12.673112349622782,0.03685081220689186
2018.0,CHANTIX STARTING MONTH BOX,Brand,Autonomic Drugs,"Autonomic, Nicotine Preps",7135.0,202157.0,2571081.38,2551236.28,19845.1,12.71824067432738,12.620073902956612,0.09816677137076628
2018.0,CHATEAL,Generic,Hormones & Synthetic Subst,"Contraceptive, Oral Comb, NEC",44.0,1720.0,901.67,901.67,0.0,0.5242267441860465,0.5242267441860465,0.0
2018.0,CHATEAL EQ,Generic,Hormones & Synthetic Subst,"Contraceptive, Oral Comb, NEC",12.0,793.0,318.97,318.97,0.0,0.4022320302648172,0.4022320302648172,0.0
2018.0,CHEMET,Brand,Heavy Metal Antagonists,"Heavy Metal Antagonists, NEC",30.0,729.0,28815.92,27708.11,1107.81,39.5280109739369,38.008381344307274,1.5196296296296297
2018.0,CHERATUSSIN AC,Generic,Respiratory Tract Agents,"Cough/Cough/Cold Comb, NEC",2000.0,19591.0,20558.72,4081.74,16476.98,1.0493961512939616,0.2083477106834771,0.8410484406104843
2018.0,CHILDREN'S CETIRIZINE HYDROCHLORIDE,Generic,Antihistamines & Comb.,"Antihistamines & Comb, NEC",92.0,2757.0,1459.6,607.07,852.53,0.5294160319187522,0.22019223793978965,0.30922379397896266
2018.0,CHILDREN'S IBUPROFEN,Generic,Central Nervous System,"Analg/Antipyr,Nonstr/Antiinflm",20.0,188.0,119.7,26.48,93.22,0.6367021276595745,0.14085106382978724,0.4958510638297872
2018.0,CHILDREN'S LORATADINE,Generic,Antihistamines & Comb.,"Antihistamines & Comb, NEC",248.0,6660.0,2570.53,322.02,2248.51,0.3859654654654655,0.04835135135135135,0.3376141141141141
2018.0,CHILDREN'S LORATADINE ALLERGY,Generic,Antihistamines & Comb.,"Antihistamines & Comb, NEC",63.0,1529.0,632.27,54.76,577.51,0.4135186396337475,0.03581425768476128,0.37770438194898626
2018.0,CHLORDIAZEPOXIDE HCL,Generic,Central Nervous System,"ASH, Benzodiazepines",957.0,18556.0,6062.05,725.45,5336.6,0.3266894804914852,0.039095171373140766,0.2875943091183445
2018.0,CHLORDIAZEPOXIDE HYDROCHLORIDE-CLIDINIUM BROMIDE,Generic,Autonomic Drugs,Antichol/Antimuscarin/Antispas,654.0,22760.0,142062.99,119909.83,22153.16,6.241783391915641,5.268445957820738,0.9733374340949034
2018.0,CHLORHEXIDINE GLUCONATE,Generic,Skin & Mucous Membrane,S/MM Soaps/Cleanser/Antiseptic,38180.0,709968.0,178787.98,6226.96,172561.02,0.25182540621549143,0.00877076149910982,0.24305464471638158
2018.0,CHLOROQUINE PHOSPHATE,Brand,Anti-Infective Agents,"Antimalarial Agents, NEC",43.0,1333.0,3975.23,2565.31,1409.92,2.982168042010503,1.9244636159039759,1.0577044261065267
2018.0,CHLOROQUINE PHOSPHATE,Generic,Anti-Infective Agents,"Antimalarial Agents, NEC",293.0,10309.0,19672.03,12518.67,7153.36,1.9082384324376758,1.2143437772819867,0.6938946551556892
2018.0,CHLOROTHIAZIDE,Brand,"Electrolytic, Caloric, Water","Diuretics, Thiazides & Related",24.0,720.0,392.91,48.86,344.05,0.5457083333333334,0.06786111111111111,0.47784722222222226
2018.0,CHLOROTHIAZIDE,Generic,"Electrolytic, Caloric, Water","Diuretics, Thiazides & Related",48.0,2122.0,1567.95,839.99,727.96,0.7389019792648445,0.3958482563619227,0.3430537229029218
2018.0,CHLORPROMAZINE HCL,Generic,Central Nervous System,"Psychother,Tranq/Antipsychotic",755.0,19875.0,213520.14,198964.7,14555.44,10.74315169811321,10.01080251572327,0.7323491823899372
2018.0,CHLORTHALIDONE,Generic,"Electrolytic, Caloric, Water","Diuretics, Thiazides & Related",34431.0,1610161.0,1028969.33,395693.6,633275.73,0.6390474803451331,0.2457478475754909,0.3932996327696423
2018.0,CHLORZOXAZONE,Brand,Autonomic Drugs,"Muscle Relax, Skeletal Central",117.0,2510.0,90545.55,88443.98,2101.57,36.073924302788846,35.23664541832669,0.8372788844621515
2018.0,CHLORZOXAZONE,Generic,Autonomic Drugs,"Muscle Relax, Skeletal Central",154.0,4370.0,50073.65,48000.31,2073.34,11.45850114416476,10.984052631578948,0.4744485125858124
2018.0,CHOLESTYRAMINE,Generic,Cardiovascular Agents,"Antihyperlipidemic Drugs, NEC",2949.0,111663.0,304876.48,230516.13,74360.35,2.730326786849717,2.064391338223046,0.6659354486266714
2018.0,CHOLESTYRAMINE LIGHT,Generic,Cardiovascular Agents,"Antihyperlipidemic Drugs, NEC",190.0,6380.0,17977.96,13111.64,4866.32,2.817862068965517,2.055115987460815,0.7627460815047021
2018.0,CHORIONIC GONADOTROPIN,Brand,Hormones & Synthetic Subst,"Gonadotropins, NEC",1420.0,18074.0,527047.89,447505.81,79542.08,29.16055604736085,24.759644240345246,4.400911807015603
2018.0,CHORIONIC GONADOTROPIN,Generic,Hormones & Synthetic Subst,"Gonadotropins, NEC",12.0,319.0,4999.02,4959.02,40.0,15.670909090909092,15.545517241379311,0.12539184952978055
2018.0,CIALIS,Brand,Cardiovascular Agents,Phosphodiesterase Inhibitors,23036.0,598092.0,5803172.26,4258255.55,1544916.71,9.702808698327347,7.119733335339713,2.5830753629876337
2018.0,CICLOPIROX,Generic,Skin & Mucous Membrane,"Antiinf S/MM,Antifungal & Comb",4695.0,129927.0,191279.56,106688.72,84590.84,1.4722079321465131,0.8211435652327845,0.6510643669137285
2018.0,CICLOPIROX OLAMINE,Generic,Skin & Mucous Membrane,"Antiinf S/MM,Antifungal & Comb",2852.0,69201.0,51523.55,15198.79,36324.76,0.7445492117165937,0.21963251976127515,0.5249166919553186
2018.0,CICLOPIROX TREATMENT KIT,Generic,Skin & Mucous Membrane,"Antiinf S/MM,Antifungal & Comb",24.0,880.0,7133.26,6378.26,755.0,8.105977272727273,7.248022727272727,0.8579545454545454
2018.0,CIDOFOVIR,Generic,Anti-Infective Agents,"Antivirals, NEC",24.0,662.0,54216.16,48280.76,5935.4,81.89752265861027,72.93166163141994,8.965861027190332
2018.0,CILOSTAZOL,Generic,Blood Form/Coagul Agents,"Antiplatelet Agents, NEC",1586.0,69960.0,27998.48,7041.32,20957.16,0.4002069754145226,0.10064779874213836,0.29955917667238424
2018.0,CILOXAN,Brand,"Eye, Ear, Nose Throat","Antiinfect, Antibiotics EENT",108.0,1433.0,19803.49,13548.59,6254.9,13.819602233077461,9.454703419399861,4.364898813677599
2018.0,CIMETIDINE,Generic,Gastrointestinal Drugs,"Histamine (H2) Antagonist, NEC",734.0,30148.0,35185.52,20443.51,14742.01,1.1670930078280481,0.6781050152580602,0.48898799256998804
2018.0,CIMETIDINE HCL,Brand,Gastrointestinal Drugs,"Histamine (H2) Antagonist, NEC",49.0,1644.0,1253.28,233.77,1019.51,0.7623357664233577,0.14219586374695864,0.6201399026763991
2018.0,CIMETIDINE HCL,Generic,Gastrointestinal Drugs,"Histamine (H2) Antagonist, NEC",72.0,2412.0,2723.27,1233.87,1489.4,1.1290505804311775,0.5115547263681591,0.6174958540630183
2018.0,CIMZIA,Brand,Immunosuppressants,"Immunosuppressants, NEC",1195.0,34501.0,5339038.56,5182899.35,156139.21,154.75025535491724,150.22461233007738,4.52564302483986
2018.0,CINQAIR,Brand,Respiratory Tract Agents,"Misc Therapeutic Agents, NEC",11.0,308.0,28798.55,26953.55,1845.0,93.50178571428572,87.51152597402597,5.990259740259741
2018.0,CINRYZE,Brand,Immunosuppressants,"Immunosuppressants, NEC",34.0,818.0,2972319.84,2972004.84,315.0,3633.642836185819,3633.2577506112466,0.38508557457212717
2018.0,CIPRO,Brand,Anti-Infective Agents,"Quinolones, NEC",90.0,1891.0,14112.71,9914.02,4198.69,7.463093601269169,5.242739291380222,2.2203543098889473
2018.0,CIPRO HC,Brand,"Eye, Ear, Nose Throat","Antiinfect, Antibiotics EENT",592.0,8926.0,156275.81,120047.56,36228.25,17.507933004705354,13.449200089625812,4.058732915079543
2018.0,CIPRODEX,Brand,"Eye, Ear, Nose Throat","Antiinfect, Antibiotics EENT",7295.0,85779.0,1370198.97,985388.41,384810.56,15.973594586087504,11.487525035265042,4.486069550822462
2018.0,CIPROFLOXACIN,Brand,"Eye, Ear, Nose Throat","Antiinfect, Antibiotics EENT",100.0,945.0,9295.39,6723.62,2571.77,9.836391534391534,7.114941798941799,2.7214497354497356
2018.0,CIPROFLOXACIN,Generic,Anti-Infective Agents,"Quinolones, NEC",42197.0,363820.0,139827.47,13564.66,126262.81,0.38433145511516686,0.037283986586773676,0.34704746852839313
2018.0,CIPROFLOXACIN,Generic,"Eye, Ear, Nose Throat","Antiinfect, Antibiotics EENT",126.0,1631.0,11418.07,7999.6,3418.47,7.00065603923973,4.904721030042919,2.0959350091968116
2018.0,CIPROFLOXACIN HCL,Generic,"Eye, Ear, Nose Throat","Antiinfect, Antibiotics EENT",4476.0,62546.0,31780.87,1874.63,29906.24,0.508119943721421,0.02997202059284367,0.4781479231285774
2018.0,CISPLATIN,Generic,Antineoplastic Agents,Chemotherapy,12.0,287.0,584.7,475.53,109.17,2.037282229965157,1.6568989547038326,0.38038327526132404
2018.0,CITALOPRAM,Generic,Central Nervous System,"Psychother, Antidepressants",48415.0,1949811.0,160245.41,8816.68,151428.73,0.08218509896600235,0.004521812626967435,0.07766328633903492
2018.0,CITALOPRAM HYDROBROMIDE,Generic,Central Nervous System,"Psychother, Antidepressants",176665.0,7502043.0,672870.94,79087.4,593783.54,0.08969169331607403,0.010542114994542152,0.07914957832153188
2018.0,CITRANATAL 90 DHA,Brand,Vitamins & Comb,"Multivit Prep,Vitamin Prenatal",45.0,1620.0,4916.14,3807.15,1108.99,3.0346543209876544,2.350092592592593,0.6845617283950617
2018.0,CITRANATAL ASSURE,Brand,Vitamins & Comb,"Multivit Prep,Vitamin Prenatal",49.0,1770.0,4834.77,4505.9,328.87,2.7315084745762714,2.5457062146892655,0.18580225988700566
2018.0,CITRANATAL DHA,Brand,Vitamins & Comb,"Multivit Prep,Vitamin Prenatal",67.0,2280.0,6401.65,5226.65,1175.0,2.8077412280701752,2.292390350877193,0.5153508771929824
2018.0,CITRANATAL HARMONY,Brand,Vitamins & Comb,"Multivit Prep,Vitamin Prenatal",12.0,360.0,1117.07,836.98,280.09,3.1029722222222222,2.3249444444444447,0.7780277777777778
2018.0,CITRIC ACID/POTASSIUM CITRATE,Generic,"Electrolytic, Caloric, Water","Alkalinizing Agents, NEC",90.0,2869.0,3483.44,2037.31,1446.13,1.2141652143604043,0.7101115371209481,0.5040536772394563
2018.0,CITRIC ACID/SODIUM CITRATE,Generic,"Electrolytic, Caloric, Water","Alkalinizing Agents, NEC",83.0,2257.0,1826.11,972.02,854.09,0.8090872840053167,0.43066902968542314,0.3784182543198937
2018.0,CITRUS CALCIUM + D,Generic,"Electrolytic, Caloric, Water","Repl Preps, Calcium Supp",11.0,630.0,202.65,161.56,41.09,0.32166666666666666,0.2564444444444445,0.06522222222222222
2018.0,CLARAVIS,Generic,Vitamins & Comb,"Vitamin A & Derivatives, NEC",6286.0,187290.0,2173901.54,1948543.77,225357.77,11.607141545197289,10.403885792087138,1.20325575311015
2018.0,CLARISPRAY,Generic,"Eye, Ear, Nose Throat","Antiinflam Agents EENT, NEC",11.0,330.0,3.14,3.14,0.0,0.009515151515151515,0.009515151515151515,0.0
2018.0,CLARITHROMYCIN,Brand,Anti-Infective Agents,"Antibiot, Erythromycn&Macrolid",101.0,1610.0,19900.18,17044.39,2855.79,12.360360248447206,10.586577639751553,1.773782608695652
2018.0,CLARITHROMYCIN,Generic,Anti-Infective Agents,"Antibiot, Erythromycn&Macrolid",6190.0,91503.0,205300.46,111671.97,93628.49,2.2436473121099856,1.2204186747975476,1.023228637312438
2018.0,CLARITIN REDITABS,Generic,Antihistamines & Comb.,"Antihistamines & Comb, NEC",22.0,640.0,432.61,87.8,344.81,0.675953125,0.1371875,0.538765625
2018.0,CLARITIN-D,Generic,Autonomic Drugs,"Sympathomimetic Agents, NEC",25.0,669.0,743.8,443.12,300.68,1.1118086696562033,0.6623617339312406,0.44944693572496264
2018.0,CLARITIN-D 12HR,Generic,Antihistamines & Comb.,"Antihistamines & Comb, NEC",15.0,535.0,347.37,145.28,202.09,0.6492897196261682,0.2715514018691589,0.37773831775700933
2018.0,CLASSIC PRENATAL,Brand,Vitamins & Comb,"Multivit Prep,Vitamin Prenatal",212.0,8820.0,619.53,573.27,46.26,0.07024149659863946,0.06499659863945578,0.0052448979591836736
2018.0,CLEMASTINE FUMARATE,Generic,Antihistamines & Comb.,"Antihistamines & Comb, NEC",59.0,1870.0,5038.44,3853.28,1185.16,2.6943529411764704,2.060577540106952,0.6337754010695188
2018.0,CLENPIQ,Brand,"Electrolytic, Caloric, Water","Repl Preps, Magn Preps & Comb",322.0,1068.0,40618.19,28605.16,12013.03,38.03201310861424,26.78385767790262,11.248155430711611
2018.0,CLEOCIN VAGINAL OVULES,Brand,Skin & Mucous Membrane,"Antiinf S/MM,Antibiotic & Comb",155.0,1191.0,36822.57,28342.72,8479.85,30.917355163727958,23.79741393786734,7.119941225860622
2018.0,CLEVER CHOICE COMFORT EZ INSULIN PEN NEEDLES,Brand,Diagnostic Agents,Diabetes Mell/Diab Supply NEC,21.0,921.0,1689.38,1109.27,580.11,1.8342888165038003,1.2044191096634094,0.6298697068403909
2018.0,CLICKFINE PEN NEEDLES,Brand,Diagnostic Agents,Diabetes Mell/Diab Supply NEC,11.0,330.0,202.96,115.92,87.04,0.615030303030303,0.3512727272727273,0.2637575757575758
2018.0,CLIMARA (ONCE-WEEKLY),Brand,Hormones & Synthetic Subst,"Estrogens & Comb, NEC",436.0,31887.0,79335.56,45605.09,33730.47,2.488022077962806,1.4302094897607174,1.0578125882020886
2018.0,CLIMARA (ONCE-WEEKLY),Generic,Hormones & Synthetic Subst,"Estrogens & Comb, NEC",51.0,4206.0,7329.22,5656.3,1672.92,1.742563005230623,1.3448169281978126,0.3977460770328103
2018.0,CLIMARA PRO,Brand,Hormones & Synthetic Subst,"Estrogens & Comb, NEC",1118.0,42936.0,246346.06,159571.77,86774.29,5.737517700763927,3.716502934600335,2.021014766163592
2018.0,CLINDAGEL,Brand,Skin & Mucous Membrane,"Antiinf S/MM,Antibiotic & Comb",20.0,647.0,29896.85,28192.82,1704.03,46.20842349304482,43.57468315301391,2.633740340030912
