Therapeutic Class,Prescriptions,Days Supply,Allowed Amount,Payer Paid,Patient Out of Pocket,Year,Generic v Brand,Average Cost per Prescription,Average Cost per Days Supply,Patient Out of Pocket per Prescription,Payer Paid per Prescription,Patient Out of Pocket per Days Supply,Payer Paid per Days Supply
Immunosuppressants,94991,3179235,385722444.16,378158630.06,7563814.100000001,2018,Both,4060.620944721079,121.32555289558653,79.62663936583466,3980.9943053552443,2.379130231014694,118.94642266457183
Misc Therapeutic Agents,237868,10176593,132087226.07000001,127169293.07,4917933.0,2018,Both,555.2963243059176,12.979513484522768,20.675050868548944,534.6212734373686,0.48325927940716507,12.496254205115601
Missing,225,10174,7421.3099999999995,5392.32,2028.9899999999998,2018,Both,32.983599999999996,0.7294387654806369,9.017733333333332,23.965866666666667,0.1994289365048162,0.5300098289758207
Oxytocics,245,1767,936800.6900000001,926213.31,10587.380000000001,2018,Both,3823.6762857142858,530.1645104697227,43.21379591836735,3780.4624897959184,5.991726089417091,524.1727843803056
Pharmaceutical Aids/Adjuvants,34637,520630,1159204.78,778454.0900000001,380750.69,2018,Both,33.467239657014176,2.2265424197606745,10.99260010970927,22.474639547304907,0.7313268347963044,1.4952155849643702
Respiratory Tract Agents,193473,5227585,29369505.54,27555654.02,1813851.52,2018,Both,151.80157200229488,5.618178478207432,9.375217834013014,142.42635416828188,0.34697695398544454,5.271201524221988
"Serums, Toxoids, Vaccines",197968,708337,14322544.100000001,13864594.63,457949.47,2018,Both,72.34777388264772,20.219957590807766,2.3132499696920714,70.03452391295563,0.6465135521651417,19.573444038642624
Skin & Mucous Membrane,610099,13622085,50471407.63,38020009.57,12451398.06,2018,Both,82.72658639007768,3.705116186692419,20.408815716793505,62.31777067328417,0.9140596362451123,2.7910565504473066
Smooth Muscle Relaxants,35107,1441562,4359778.15,3382676.52,977101.63,2018,Both,124.18543737716126,3.024343143062872,27.83210271455835,96.3533346626029,0.6778075656822252,2.3465355773806467
Unknown,23844,803231,1122389.04,948508.5599999999,173880.47999999998,2018,Both,47.072179164569704,1.3973427818398443,7.2924207347760435,39.77975842979366,0.21647630631785872,1.1808664755219855
Vitamins & Comb,188935,7776651,7670433.51,6478766.6899999995,1191666.82,2018,Both,40.59826665255246,0.9863414868431153,6.307284621695293,34.29098203085717,0.15323650501996297,0.8331049818231523
"Anesthetics, Local",54,1424,499.76000000000005,186.16,313.6,2019,Both,9.254814814814816,0.3509550561797753,5.807407407407408,3.4474074074074075,0.22022471910112362,0.13073033707865167
Anti-Infective Agents,1328858,19291375,184890078.26,167930503.85,16959574.41,2019,Both,139.13456385859135,9.584079841898257,12.762518199837755,126.3720456587536,0.8791272996351996,8.704952542263058
Antihistamines & Comb.,41405,1285679,1027184.62,657015.48,370169.14,2019,Both,24.808226542688082,0.7989432976660582,8.94020384011593,15.868022702572153,0.2879172328396124,0.5110260648264457
Antineoplastic Agents,87131,3382743,139501804.56,138676142.34,825662.22,2019,Both,1601.0582291033043,41.23925600023413,9.476101731874992,1591.5821273714294,0.24408068245208103,40.99517531778205
Autonomic Drugs,633642,14880200,48831110.45,36304895.96,12526214.49,2019,Both,77.06419468722086,3.2816165407723017,19.768598814472526,57.295595872748336,0.8418041753471056,2.4398123654251958
Blood Derivatives,51,1428,530777.43,530301.8400000001,475.59000000000003,2019,Both,10407.400588235296,371.6928781512605,9.32529411764706,10398.075294117649,0.33304621848739496,371.35983193277315
Blood Form/Coagul Agents,134306,5711115,46351855.63999999,41116780.16,5235075.48,2019,Both,345.12125772489685,8.116078145861184,38.97871636412372,306.1425413607731,0.9166468334116894,7.199431312449494
Cardiovascular Agents,2687206,132547920,61180935.78,39339379.55,21841556.23,2019,Both,22.767490017512614,0.4615759778048573,8.127979853423966,14.639510164088646,0.16478233856857202,0.29679363923628527
Central Nervous System,4275508,142073722,202849623.29,148949375.89000002,53900247.4,2019,Both,47.444566421112995,1.427777216183581,12.606746940948304,34.8378194801647,0.3793822435369153,1.048394972646666
Contraceptive Cream/Foam/Devic,936,26404,447142.76999999996,445700.93,1441.84,2019,Both,477.7166346153846,16.934660278745643,1.5404273504273502,476.17620726495727,0.05460687774579609,16.88005340099985
Dental Agents,35649,1564585,257680.11,134135.46,123544.65,2019,Both,7.228256332575948,0.1646955007238341,3.465585289909955,3.762671042665993,0.07896320749591744,0.08573229322791666
Devices & Non-Drug Items,33882,1136860,625546.66,286394.79000000004,339151.87,2019,Both,18.46250693583614,0.5502407156554018,10.009794876335517,8.452712059500621,0.29832333796597643,0.2519173776894253
Diagnostic Agents,145209,6340388,15592565.42,10931400.43,4661164.99,2019,Both,107.38015839238615,2.459244673985251,32.09969760827497,75.28046078411117,0.7351545347067089,1.7240901392785426
"Electrolytic, Caloric, Water",443542,21019517,11214661.13,7712299.9399999995,3502361.19,2019,Both,25.28432736922321,0.5335356245340938,7.896346208476311,17.387981160746897,0.16662424688445504,0.36691137764963866
Enzymes,203,5531,4490723.67,4476720.18,14003.490000000002,2019,Both,22121.79147783251,811.9189423250768,68.98270935960592,22052.808768472903,2.531818839269572,809.3871234858073
"Eye, Ear, Nose Throat",332168,9349492,23297269.26,16244787.440000001,7052481.819999999,2019,Both,70.13700675561765,2.4918219364217866,21.23167138315551,48.90533537246213,0.7543171136998673,1.7375048227219192
Gastrointestinal Drugs,473121,17511800,43200064.97,36660410.45,6539654.5200000005,2019,Both,91.30870320700201,2.4669117377996552,13.822372120451217,77.4863310865508,0.37344273689740637,2.0934690009022487
Gold Compounds,12,660,22255.94,21625.94,630.0,2019,Both,1854.6616666666666,33.72112121212121,52.5,1802.1616666666666,0.9545454545454546,32.76657575757576
Heavy Metal Antagonists,283,8545,3893242.77,3873915.88,19326.89,2019,Both,13757.041590106008,455.6164739613809,68.29289752650176,13688.748692579506,2.2617776477472207,453.35469631363367
Hormones & Synthetic Subst,2319380,104383212,333992488.51,289307445.57,44685042.94,2019,Both,144.00076249256267,3.199676289995751,19.265943027878137,124.73481946468452,0.4280864909579521,2.771589799037799
Immunosuppressants,102548,3430279,460447698.4599999,451306459.74,9141238.72,2019,Both,4490.070000975153,134.23039305549196,89.14107266840895,4400.928928306745,2.664867411659518,131.56552564383247
Misc Therapeutic Agents,227124,10122546,120959798.38,116187554.18,4772244.2,2019,Both,532.5716277451965,11.949542968735335,21.011624487064335,511.56000325813216,0.47144702528395527,11.47809594345138
Missing,93,4541,8049.86,7451.52,598.34,2019,Both,86.55763440860214,1.7727064523232767,6.433763440860216,80.12387096774194,0.13176392865007708,1.6409425236731998
Oxytocics,168,548,72020.58000000002,67020.34,5000.24,2019,Both,428.69392857142867,131.4244160583942,29.763333333333332,398.93059523809524,9.124525547445256,122.2998905109489
Pharmaceutical Aids/Adjuvants,29843,366748,937187.0499999999,651648.66,285538.39,2019,Both,31.40391549106993,2.555397848113691,9.568018965921658,21.83589652514828,0.778568363017658,1.7768294850960333
Respiratory Tract Agents,186201,5247489,35994487.63,34413169.34,1581318.29,2019,Both,193.3098513434407,6.859373622317265,8.492533820978405,184.8173175224623,0.3013476140683668,6.558026008248898
"Serums, Toxoids, Vaccines",230463,714282,15762636.57,15214649.32,547987.25,2019,Both,68.39551932414314,22.067805950590945,2.377766713094944,66.0177526110482,0.7671861393679247,21.30061981122302
Skin & Mucous Membrane,599724,13663122,40614193.63,28733926.65,11880266.98,2019,Both,67.72147459498036,2.972541241306343,19.80955736305367,47.91191723192669,0.8695133498771365,2.103027891429206
Smooth Muscle Relaxants,33223,1425367,3871928.06,2909863.08,962064.98,2019,Both,116.54360111970622,2.7164428950579045,28.95779971706348,87.58580140264274,0.6749594876266954,2.041483407431209
UNKNOWN,55,2494,15411.86,14010.77,1401.09,2019,Both,280.21563636363635,6.179574979951885,25.474363636363634,254.74127272727273,0.5617842822774659,5.617790697674419
Unknown,24667,840974,1271930.19,1017526.6099999999,254403.58,2019,Both,51.564040621072685,1.5124488866481007,10.31351927676653,41.25052134430615,0.3025106364762763,1.2099382501718243
Vitamins & Comb,181167,7605559,6307933.25,5102695.88,1205237.3699999999,2019,Both,34.81833474087444,0.8293845659470921,6.652631936279786,28.165702804594655,0.1584679535061131,0.670916612440979
"Anesthetics, Local",40,784,240.91999999999996,88.86999999999999,152.04999999999998,2020,Both,6.022999999999999,0.3072959183673469,3.8012499999999996,2.2217499999999997,0.19394132653061222,0.11335459183673469
Anti-Infective Agents,1033140,16536801,175025770.42,160649934.35,14375836.07,2020,Both,169.4114741661343,10.584016244738024,13.914702818591866,155.49677134754245,0.86932388374269,9.714692360995334
Antihistamines & Comb.,37813,1388631,737085.72,436810.26000000007,300275.45999999996,2020,Both,19.492918308518234,0.5308002773955067,7.941064184275248,11.551854124242986,0.21623848236140483,0.314561795034102
Antineoplastic Agents,82191,3374885,160472737.54,159631298.89,841438.65,2020,Both,1952.436854886788,47.54909798111639,10.237600832207907,1942.19925405458,0.2493236510281091,47.29977433008828
Autonomic Drugs,598678,14788972,47355297.410000004,36518701.339999996,10836596.07,2020,Both,79.09977886276096,3.2020682309764332,18.10087571282058,60.99890314994036,0.732748433765376,2.4693197972110568
Blood Derivatives,40,1113,397304.12,396324.12,980.0,2020,Both,9932.603,356.9668643306379,24.5,9908.103,0.8805031446540881,356.08636118598383
Blood Form/Coagul Agents,125030,5660301,51214995.84,45440250.84,5774745.0,2020,Both,409.6216575221947,9.048104657331828,46.18687514996401,363.4347823722307,1.020218712750435,8.027885944581392
Cardiovascular Agents,2475094,131598869,60288202.86,38509483.050000004,21778719.810000002,2020,Both,24.357944732604096,0.4581209802038648,8.799148561630387,15.55879617097371,0.16549321415520676,0.2926277660486581
Central Nervous System,4053648,143940595,191176043.21,139220918.66,51955124.55,2020,Both,47.161481019072205,1.3281593230179436,12.816881127813762,34.34459989125844,0.36094837978125627,0.9672109432366873
Contraceptive Cream/Foam/Devic,1629,42422,617337.59,615712.5,1625.0900000000001,2020,Both,378.96721301411907,14.55229810004243,0.9975997544505832,377.9696132596685,0.038307717693649525,14.513990382348782
Dental Agents,32132,1503050,221134.53,97399.40000000001,123735.12999999999,2020,Both,6.882065542138678,0.14712386813479258,3.850838105315573,3.031227436823105,0.0823226971823958,0.0648011709523968
Devices & Non-Drug Items,30136,1114674,585700.56,301989.69,283710.87,2020,Both,19.435245553490844,0.5254456101066322,9.414350610565437,10.020894942925406,0.25452362753594326,0.27092198257068884
Diagnostic Agents,140420,6545289,15353599.24,10527958.41,4825640.83,2020,Both,109.34054436689931,2.3457481006568237,34.36576577410625,74.97477859279304,0.7372693291312271,1.6084787715255966
"Electrolytic, Caloric, Water",407844,21090064,13223751.8,9863376.15,3360375.65,2020,Both,32.423553613636585,0.627013355673079,8.239365173939055,24.184188439697532,0.15933454018916207,0.467678815483917
Enzymes,186,5223,3640282.64,3625072.97,15209.669999999998,2020,Both,19571.412043010754,696.9715948688494,81.7724193548387,19489.639623655916,2.9120562894887994,694.0595385793606
"Eye, Ear, Nose Throat",276473,8763821,21566063.57,15289113.360000001,6276950.21,2020,Both,78.00423032267166,2.4608060308397444,22.703664408459414,55.30056591421224,0.7162344153309385,1.7445716155088062
Gastrointestinal Drugs,413838,16860079,44169626.39,37688438.089999996,6481188.3,2020,Both,106.73168338818571,2.6197757667683526,15.661172487785075,91.07051090040063,0.3844103162268694,2.235365450541483
Gold Compounds,17,1170,29847.14,29142.14,705.0,2020,Both,1755.7141176470589,25.51037606837607,41.470588235294116,1714.2435294117647,0.6025641025641025,24.907811965811966
Heavy Metal Antagonists,280,8380,2804416.04,2785830.73,18585.31,2020,Both,10015.771571428571,334.65585202863963,66.37610714285715,9949.395464285713,2.2178174224343676,332.43803460620524
Hormones & Synthetic Subst,2072464,102341606,342983415.17,296808701.07,46174714.1,2020,Both,165.49547551610064,3.351358539067679,22.280104310617702,143.21537120548294,0.45118223081236386,2.900176308255315
Immunosuppressants,107215,3705113,544951925.14,534233557.45,10718367.69,2020,Both,5082.79555230145,147.08105397595162,99.97078477824931,4982.8247675232005,2.892858514706569,144.18819546124504
Misc Therapeutic Agents,208253,9988334,115116776.31,110580507.37,4536268.9399999995,2020,Both,552.7736758173952,11.525122839304332,21.782490240236633,530.9911855771586,0.4541567132216443,11.070966126082688
Missing,76,4738,378.89,318.09,60.8,2020,Both,4.985394736842105,0.07996834107218236,0.7999999999999999,4.185394736842105,0.012832418742085268,0.06713592233009708
Oxytocics,140,446,46949.95,43218.99,3730.96,2020,Both,335.3567857142857,105.2689461883408,26.649714285714285,308.7070714285714,8.365381165919283,96.90356502242152
Pharmaceutical Aids/Adjuvants,21974,335672,1490075.06,1246421.01,243654.05000000002,2020,Both,67.8108246109038,4.439080590576515,11.088288431783017,56.72253617912078,0.7258694499392264,3.7132111406372887
Respiratory Tract Agents,141022,5004365,52362078.580000006,50968041.38,1394037.2,2020,Both,371.3043254244019,10.463281271450025,9.885246273631065,361.4190791507708,0.2785642534067759,10.18471701804325
"Serums, Toxoids, Vaccines",381676,913789,21013838.87,20507287.74,506551.13000000006,2020,Both,55.05674674331108,22.99637976600725,1.327175745920624,53.729570997390454,0.5543414617597717,22.44203830424748
Skin & Mucous Membrane,538000,12852671,33687378.910000004,22935167.2,10752211.709999999,2020,Both,62.61594592936804,2.6210410979943393,19.985523624535315,42.63042230483271,0.8365741027682105,1.7844669952261285
Smooth Muscle Relaxants,30212,1393191,3325270.5300000003,2434795.0100000002,890475.5199999999,2020,Both,110.06456143254337,2.386801615858845,29.474232755196606,80.59032867734676,0.6391625556007754,1.7476390602580696
UNKNOWN,97,4688,29949.96,25794.909999999996,4155.05,2020,Both,308.7624742268041,6.388643344709897,42.83556701030928,265.9269072164948,0.8863161262798636,5.502327218430033
Unknown,23865,996746,1399240.7200000002,1121073.3599999999,278167.36000000004,2020,Both,58.6314988476849,1.4038087135539046,11.655870940708152,46.97562790697674,0.2790754715845361,1.1247332419693683
Vitamins & Comb,145030,6736523,5348809.14,4300131.5,1048677.64,2020,Both,36.88070840515755,0.7940014663350812,7.230763566158725,29.649944838998827,0.15567046085940772,0.6383310054756735
"Anesthetics, Local",19,567,116.72,45.68,71.03999999999999,2021,Both,6.143157894736842,0.20585537918871252,3.7389473684210524,2.4042105263157896,0.1252910052910053,0.08056437389770724
Anti-Infective Agents,900564,15275879,144945839.21,133803259.73000002,11142579.48,2021,Both,160.95007041143106,9.488543291682266,12.37289018881501,148.57718022261608,0.729423130413641,8.759120161268626
Antihistamines & Comb.,26729,1016551,625009.2,405527.67000000004,219481.53,2021,Both,23.383186800853004,0.6148330974048523,8.211363313255266,15.171823487597742,0.2159080360945983,0.398925061310254
Antineoplastic Agents,74686,3207358,172105612.73,171268102.23,837510.5,2021,Both,2304.3892125699595,53.659620388494204,11.213754920600916,2293.1754576493586,0.26112161473711387,53.39849877375709
Autonomic Drugs,527207,13187158,36107637.26,26771705.35,9335931.91,2021,Both,68.4885391506562,2.7380908957032286,17.7082851896883,50.7802539609679,0.7079563246303715,2.0301345710728573
Blood Derivatives,69,1932,663743.5499999999,660958.0299999999,2785.52,2021,Both,9619.471739130433,343.5525621118012,40.36985507246377,9579.101884057969,1.4417805383022775,342.1107815734989
Blood Form/Coagul Agents,112269,5304958,51625362.37,45558650.89,6066711.4799999995,2021,Both,459.8363071729507,9.731530837755924,54.0372808166101,405.79902635634056,1.1435927447493457,8.58793809300658
Cardiovascular Agents,2245155,127022449,61374046.26,40153469.0,21220577.26,2021,Both,27.336217882506997,0.48317479896801546,9.451720375653352,17.88449750685365,0.1670616290825884,0.3161131698854271
Central Nervous System,3777934,139874993,183400528.0,132187773.86,51212754.14,2021,Both,48.54519110180326,1.3111745285306289,13.555756701943443,34.98943439985982,0.3661323088681048,0.945042219662524
Contraceptive Cream/Foam/Devic,1681,60669,733187.99,732647.28,540.7099999999999,2021,Both,436.16180249851277,12.085051509007895,0.32165972635336104,435.8401427721594,0.008912459410901777,12.076139049596994
Dental Agents,31128,1458642,258771.79,101141.7,157630.09,2021,Both,8.313151824723722,0.17740596390341154,5.063932472372141,3.2492193523515804,0.10806633156045144,0.06933963234296009
Devices & Non-Drug Items,24532,930758,537269.55,302418.22000000003,234851.33,2021,Both,21.90076430784282,0.5772387129629829,9.573264715473666,12.327499592369152,0.25232265529815484,0.32491605766482806
Diagnostic Agents,126898,6371054,15463622.71,10720465.44,4743157.27,2021,Both,121.85867949061452,2.4271686772706684,37.37771493640561,84.48096455420888,0.7444854917255449,1.6826831855451232
"Electrolytic, Caloric, Water",358424,19736397,14032705.54,10723591.2,3309114.34,2021,Both,39.15113256924759,0.7110064486440965,9.232401680691025,29.918730888556567,0.16766557442070099,0.5433408742233955
Enzymes,199,5630,6012772.6,5991837.56,20935.04,2021,Both,30214.93768844221,1067.988028419183,105.20120603015076,30109.73648241206,3.718479573712256,1064.2695488454706
"Eye, Ear, Nose Throat",240330,8055774,21840458.05,15962955.89,5877502.16,2021,Both,90.87695273166064,2.7111557561073587,24.45596538093455,66.4209873507261,0.729601173021984,1.9815545830853747
Gastrointestinal Drugs,384517,16435920,42168642.800000004,35688963.54,6479679.26,2021,Both,109.66652397683329,2.5656393314155825,16.851476683735697,92.81504729309758,0.39423891452379906,2.171400416891783
Heavy Metal Antagonists,199,6360,1877858.04,1859326.32,18531.72,2021,Both,9436.472562814071,295.2606981132075,93.12422110552764,9343.348341708543,2.913792452830189,292.3469056603774
Hormones & Synthetic Subst,1818422,93950152,357339852.54,313225981.68,44113870.86,2021,Both,196.51095979921053,3.8035047834728357,24.259424303049567,172.25153549616095,0.4695454974889237,3.3339592859839122
Immunosuppressants,111347,3881903,629022084.9,615692955.5999999,13329129.3,2021,Both,5649.205500821755,162.0396194598371,119.70802356596946,5529.497477255785,3.433658517484852,158.60596094235223
Misc Therapeutic Agents,190111,9716943,99314660.92999999,94864740.06,4449920.87,2021,Both,522.4035480850661,10.220772204797331,23.40696156455965,498.99658652050647,0.45795481871201676,9.762817386085315
Missing,54,2632,562.66,472.54,90.12,2021,Both,10.419629629629629,0.21377659574468083,1.6688888888888889,8.75074074074074,0.034240121580547116,0.17953647416413374
Oxytocics,102,463,30199.28,27283.419999999995,2915.86,2021,Both,296.0713725490196,65.22522678185744,28.586862745098042,267.4845098039215,6.297753779697625,58.927473002159815
Pharmaceutical Aids/Adjuvants,18836,338451,2657894.42,2434664.69,223229.73,2021,Both,141.10715757060947,7.853114394698198,11.851227967721385,129.25592960288807,0.6595629204818423,7.193551474216356
Respiratory Tract Agents,110677,4345043,50241743.28,48858731.25,1383012.03,2021,Both,453.94926931521456,11.563002547960975,12.495929867994255,441.4533394472203,0.31829651168009154,11.244706036280883
"Serums, Toxoids, Vaccines",1416019,2363704,67505500.55,67018196.04,487304.50999999995,2021,Both,47.67273641808478,28.55920223090539,0.34413698545005394,47.32859943263473,0.20616139330474542,28.35304083760065
Skin & Mucous Membrane,531162,13098544,30687872.720000003,19902894.96,10784977.76,2021,Both,57.774977728075434,2.3428460995359486,20.30449798743133,37.4704797406441,0.8233722587792963,1.5194738407566521
Smooth Muscle Relaxants,27656,1348380,3170749.5300000003,2282103.69,888645.84,2021,Both,114.64960695689905,2.35152518577849,32.132117442869536,82.5174895140295,0.6590470342188404,1.6924781515596494
UNKNOWN,98,5614,41586.61,38049.85,3536.76,2021,Both,424.35316326530614,7.407661204132526,36.089387755102045,388.2637755102041,0.6299893124332028,6.777671891699323
Unknown,22708,995434,1754956.2099999997,1512169.49,242786.71999999997,2021,Both,77.2836097410604,1.7630060958335758,10.691682226528094,66.59192751453233,0.24390036908524318,1.5191057267483328
Vitamins & Comb,122913,6323935,5084521.98,4005769.3099999996,1078752.67,2021,Both,41.36683654292061,0.8040123720436723,8.776554717564455,32.59028182535614,0.1705825044058802,0.633429867637792
~Missing,82,3304,27639.09,22186.79,5452.3,2021,Both,337.0620731707317,8.36534200968523,66.49146341463415,270.57060975609755,1.6502118644067798,6.715130145278451
Anti-Infective Agents,914822,15190647,129494461.12,117735106.95,11759354.17,2022,Both,141.55153802597664,8.524617886255932,12.854253800192824,128.69728422578382,0.7741180589608856,7.750499827295045
Antihistamines & Comb.,25010,1096758,559848.2799999999,336840.25000000006,223008.03,2022,Both,22.38497720911635,0.510457439106895,8.916754498200719,13.468222710915636,0.2033338530468891,0.307123586060006
Antineoplastic Agents,64818,3048497,191834468.29,190404209.56,1430258.73,2022,Both,2959.586353944892,62.92755685506661,22.06576460242525,2937.520589342467,0.46916848860274424,62.458388366463865
Autonomic Drugs,491961,12482515,30903820.46,22045152.8,8858667.659999998,2022,Both,62.81762265708054,2.4757687421164727,18.006849445382862,44.81077321169768,0.7096861217470997,1.7660826203693727
Blood Derivatives,76,2120,790041.26,786742.79,3298.4700000000003,2022,Both,10395.279736842105,372.6609716981132,43.40092105263158,10351.878815789474,1.5558820754716982,371.1050896226415
Blood Form/Coagul Agents,98974,5064307,54194511.26,47848725.3,6345785.96,2022,Both,547.5631101097258,10.701268951507087,64.11568654394084,483.4474235657849,1.253041326286104,9.448227625220982
Cardiovascular Agents,1847891,120627015,62005764.69,42176802.38,19828962.31,2022,Both,33.55488212778784,0.5140288408031982,10.730590879007472,22.82429124878037,0.16438243381882572,0.3496464069843725
Central Nervous System,3306714,132221026,177678066.98,127824706.78999999,49853360.19,2022,Both,53.7325172300961,1.3437958572489068,15.076405213756011,38.65611201634009,0.37704563107837324,0.9667502261705335
Contraceptive Cream/Foam/Devic,682,60160,409452.48000000004,408856.80000000005,595.68,2022,Both,600.3702052785924,6.806058510638299,0.8734310850439881,599.4967741935485,0.00990159574468085,6.796156914893618
Dental Agents,26528,1332420,252283.62000000002,96939.64000000001,155343.98,2022,Both,9.510088208685163,0.1893424145539695,5.855849668275031,3.6542385404101334,0.11658784767565783,0.07275456687831165
Devices & Non-Drug Items,23063,918182,543948.12,296317.17,247630.94999999998,2022,Both,23.58531500672072,0.5924186272438362,10.73715258205784,12.84816242466288,0.2696970208520751,0.3227216063917611
Diagnostic Agents,135392,6642098,18400258.599999998,13379551.7,5020706.9,2022,Both,135.90358809974,2.770247984898747,37.08274417986292,98.82084391987709,0.7558917227659092,2.014356262132838
"Electrolytic, Caloric, Water",285907,18135249,14332625.53,11102619.15,3230006.38,2022,Both,50.13037641610733,0.7903186512630733,11.297402232194385,38.83297418391295,0.1781065360613466,0.6122121152017268
Enzymes,224,6263,7989558.859999999,7957293.85,32265.010000000002,2022,Both,35667.673482142854,1275.676011496088,144.04022321428573,35523.63325892857,5.151686092926713,1270.5243254031614
"Eye, Ear, Nose Throat",237978,7863641,19119201.88,13528964.23,5590237.649999999,2022,Both,80.34020741413072,2.4313421581682073,23.490564884148952,56.849642529981764,0.7108968542689067,1.7204453038993006
Gastrointestinal Drugs,342961,15200534,38862735.870000005,32658575.75,6204160.12,2022,Both,113.31532118812345,2.5566691189927937,18.089987258026422,95.22533393009701,0.40815408984973817,2.1485150291430553
Heavy Metal Antagonists,213,7215,1750772.71,1725900.13,24872.58,2022,Both,8219.590187793427,242.65734026334025,116.77267605633804,8102.817511737088,3.4473430353430357,239.2099972279972
Hormones & Synthetic Subst,1603706,87415194,369621212.65999997,324308422.03,45312790.63,2022,Both,230.4794099791358,4.22834058642025,28.25504838792148,202.22436159121432,0.5183628675582417,3.709977718862009
Immunosuppressants,112442,3988986,706763733.87,687225816.8100001,19537917.06,2022,Both,6285.584869265933,177.1787952803043,173.7599567777165,6111.824912488217,4.8979658138684865,172.28082946643585
Misc Therapeutic Agents,162956,9350547,94641662.09,89927655.2,4714006.89,2022,Both,580.7804688995802,10.121510761883771,28.928096480031417,551.8523724195488,0.5041423662166502,9.61736839566712
Missing,33,1531,1414.25,469.63999999999993,944.61,2022,Both,42.85606060606061,0.9237426518615284,28.624545454545455,14.231515151515149,0.6169888961463096,0.3067537557152188
Oxytocics,117,1017,885697.21,881933.0700000001,3764.14,2022,Both,7570.061623931623,870.8920452310717,32.17213675213675,7537.889487179487,3.701219272369715,867.1908259587021
Pharmaceutical Aids/Adjuvants,19623,208476,2691120.1,2511742.27,179377.83,2022,Both,137.14111501809103,12.908536714058213,9.141203179941904,127.99991183814912,0.8604243653945778,12.048112348663635
Respiratory Tract Agents,124638,4332740,50789409.71,48982801.440000005,1806608.27,2022,Both,407.4953843129704,11.722238054902903,14.494843225982445,393.00054108698794,0.4169666931318288,11.305271361771075
"Serums, Toxoids, Vaccines",832509,1447075,45146022.32,44570286.910000004,575735.41,2022,Both,54.22886998218638,31.198121949449753,0.6915665896705021,53.53730339251588,0.39786148610127325,30.800260463348483
Skin & Mucous Membrane,484741,12367635,26872480.39,16948310.95,9924169.44,2022,Both,55.436780445640046,2.172806716077892,20.473138108804495,34.96364233683555,0.8024306538800667,1.3703760621978252
Smooth Muscle Relaxants,22990,1233762,3046420.57,2197005.7399999998,849414.83,2022,Both,132.51068160069596,2.469212514245049,36.947143540669856,95.56353806002609,0.6884754352946516,1.7807370789503971
UNKNOWN,84,4587,52514.34,49288.86,3225.48,2022,Both,625.1707142857142,11.448515369522562,38.39857142857143,586.7721428571429,0.7031785480706344,10.745336821451929
Unknown,239646,6338191,18788313.27,18399173.419999998,389139.85,2022,Both,78.40027903657895,2.9643021597171813,1.6238111631322867,76.77646787344666,0.06139604344520384,2.902906116271977
Vitamins & Comb,94215,5473179,4451556.95,3528583.3299999996,922973.62,2022,Both,47.24891949264979,0.8133402817631216,9.796461497638381,37.45245799501141,0.1686357453319177,0.6447045364312038
~Missing,41618,335948,1253539.8499999999,1191991.92,61547.92999999999,2022,Both,30.120136719688592,3.7313508340576513,1.4788776490941418,28.64125907059445,0.1832067165156512,3.5481441175420003
